ST_LEAID,MEMBER
OH-044354,4017
OH-049833,2004
OH-049924,4352
OH-045237,749
OH-045997,1592
OH-044487,2864
OH-050286,1712
OH-050302,1267
OH-050062,1775
OH-046524,1150
OH-046516,972
OH-050203,410
OH-045161,4639
OH-045567,904
OH-050195,1251
OH-045385,813
OH-048934,563
OH-048967,-2
OH-050690,1581
OH-043927,988
OH-045450,747
OH-046433,1198
OH-046458,1084
OH-044735,1934
OH-044800,21766
OH-048215,1077
OH-044602,3273
OH-044909,21814
OH-048207,4226
OH-048231,6877
OH-050724,1678
OH-047019,16082
OH-050351,931
OH-045252,703
OH-046821,1723
OH-047043,1156
OH-048223,3329
OH-050419,1584
OH-043836,4022
OH-044065,1567
OH-045542,884
OH-050278,1083
OH-048959,-2
OH-048975,68
OH-047803,1963
OH-045427,1770
OH-050252,905
OH-044495,1948
OH-047175,782
OH-048652,1946
OH-048900,973
OH-050005,1278
OH-050047,3454
OH-050070,4027
OH-043539,3645
OH-043703,1101
OH-048306,3726
OH-048348,1776
OH-046946,3801
OH-045138,10810
OH-046979,6242
OH-046961,7961
OH-046425,1684
OH-048512,726
OH-048520,1668
OH-048538,682
OH-050096,206
OH-050120,992
OH-050138,1257
OH-049189,1366
OH-049205,1249
OH-049239,1963
OH-049247,812
OH-049866,3371
OH-049510,798
OH-049544,1282
OH-044024,1649
OH-048801,1718
OH-045534,1024
OH-048819,1038
OH-049437,2338
OH-046896,11370
OH-048272,1091
OH-043802,45338
OH-044073,1144
OH-044933,6455
OH-046953,3082
OH-047308,1486
OH-048835,2070
OH-048876,2913
OH-048777,1668
OH-045179,3041
OH-048850,1834
OH-065680,2188
OH-046888,1209
OH-050575,1266
OH-044016,3406
OH-046904,489
OH-045831,849
OH-048462,1057
OH-047696,1815
OH-047183,2659
OH-047894,4256
OH-043752,35585
OH-044412,2913
OH-044867,5684
OH-047373,7571
OH-047399,2102
OH-044651,1489
OH-048355,340
OH-044248,3540
OH-045906,1424
OH-045658,920
OH-046789,1399
OH-045757,1065
OH-045781,723
OH-045492,7267
OH-047878,1124
OH-048587,1020
OH-043729,2931
OH-048595,1005
OH-048553,936
OH-046284,1697
OH-044818,7099
OH-046235,1589
OH-043513,3047
OH-045856,1704
OH-045880,1121
OH-045864,882
OH-044057,2088
OH-046243,2695
OH-044644,3154
OH-045518,1341
OH-046300,2430
OH-045559,2025
OH-046334,697
OH-046359,7965
OH-047902,1505
OH-043588,2205
OH-044099,2373
OH-046623,802
OH-048637,641
OH-045336,752
OH-045575,1348
OH-049387,489
OH-043869,2339
OH-044636,9257
OH-044438,1762
OH-045260,832
OH-044701,2645
OH-044750,4452
OH-045047,14571
OH-049338,351
OH-049361,542
OH-049346,600
OH-047456,608
OH-045674,653
OH-046276,692
OH-047258,589
OH-049148,1694
OH-044792,3259
OH-045005,1797
OH-046565,1101
OH-046599,809
OH-045914,868
OH-045922,729
OH-049130,1180
OH-047498,387
OH-043992,1857
OH-050708,598
OH-047449,1562
OH-047415,594
OH-046607,4673
OH-043562,2799
OH-045187,856
OH-044339,4223
OH-048421,1226
OH-047472,143
OH-043984,5565
OH-047514,1024
OH-043968,4238
OH-044180,7766
OH-044958,2874
OH-048686,279
OH-048710,1090
OH-050427,6089
OH-046102,9647
OH-046144,2856
OH-043646,3752
OH-043786,33998
OH-043745,2741
OH-049502,1033
OH-046441,817
OH-044826,2769
OH-047191,2565
OH-047886,2813
OH-048090,621
OH-043950,4748
OH-044370,4263
OH-044842,5695
OH-045286,1714
OH-046557,809
OH-046219,1188
OH-046201,823
OH-046250,2973
OH-043695,1883
OH-069682,1073
OH-044255,2117
OH-043737,8266
OH-044396,5012
OH-047241,7994
OH-048694,2558
OH-048702,3758
OH-044388,6172
OH-048496,3370
OH-050567,1305
OH-048488,2255
OH-045591,864
OH-044156,2317
OH-045021,1267
PA-109532804,325
PA-109535504,508
PA-104105003,3533
PA-104105353,1147
PA-104107503,1898
PA-104107803,2027
PA-115221753,3165
PA-115224003,3470
PA-129548803,963
PA-115222752,6404
PA-104433604,380
PA-106617203,1895
PA-112672803,1952
PA-119356603,949
PA-113384603,4953
PA-113382303,2398
PA-129540803,2455
PA-129546003,1535
PA-129547203,1209
PA-114062003,3923
PA-114063503,2119
PA-114067503,2094
PA-123468603,3198
PA-114062503,2258
PA-128030852,4553
PA-128034503,646
PA-109427503,758
PA-109420803,2423
PA-115228003,1377
PA-115228303,3062
PA-115506003,1772
PA-115222504,886
PA-111317503,1060
PA-111312503,1684
PA-118406602,3101
PA-123460504,-2
PA-123461302,4240
PA-123463603,4260
PA-123464502,8523
PA-123464603,2619
PA-129545003,2098
PA-129547803,880
PA-128033053,1808
PA-106330703,890
PA-129544703,1084
PA-129546103,2408
PA-120522003,4318
PA-118409302,4972
PA-114063003,4118
PA-114066503,1497
PA-104107903,7410
PA-111297504,697
PA-111292304,354
PA-117086003,903
PA-117089003,1234
PA-117414003,2148
PA-101260303,3046
PA-101264003,2736
PA-101261302,3732
PA-101260803,1486
PA-101262903,1005
PA-107650603,2369
PA-122091002,6348
PA-122091352,6086
PA-122098103,6521
PA-122092353,10477
PA-122098003,1353
PA-123467103,6169
PA-114060503,1162
PA-128323703,2843
PA-128325203,1198
PA-128328003,895
PA-128321103,1430
PA-106338003,1924
PA-118402603,2301
PA-119648903,1778
PA-113361303,2937
PA-113362203,2799
PA-113363103,7066
PA-113364403,2777
PA-113365203,5550
PA-118406003,906
PA-118408852,7820
PA-118409203,2033
PA-120452003,6383
PA-120455403,8033
PA-104375003,1462
PA-104377003,713
PA-108110603,608
PA-108112502,2970
PA-108114503,803
PA-108569103,1216
PA-106161203,779
PA-106166503,832
PA-106167504,608
PA-106169003,564
PA-104374003,985
PA-110171003,2076
PA-110171803,989
PA-110175003,807
PA-123466103,5031
PA-123468402,4414
PA-115508003,2177
PA-101630504,483
PA-101631203,989
PA-101631803,1393
PA-101636503,3931
PA-101631903,1181
PA-101637002,2638
PA-117415004,940
PA-118403302,12243
PA-121135003,1791
PA-121139004,610
PA-103024753,2218
PA-103026002,3069
PA-103026402,5492
PA-103029902,3123
PA-117416103,1120
PA-117412003,1613
PA-117415303,942
PA-117414203,1549
PA-101268003,2516
PA-115211103,5060
PA-115211603,10028
PA-115219002,7513
PA-124152003,13204
PA-124153503,4705
PA-124156603,5427
PA-124158503,3816
PA-124159002,12145
PA-101638803,1472
PA-101631703,5347
PA-111343603,2323
PA-109426003,539
PA-112671603,6369
PA-110179003,913
PA-116191103,2665
PA-116191203,1534
PA-116495103,1548
PA-112675503,4849
PA-112676403,4404
PA-109122703,433
PA-108112003,600
PA-112282004,384
PA-115504003,988
PA-108111203,1281
PA-123465602,7805
PA-123461602,5414
PA-123466403,3244
PA-123467203,2554
PA-109246003,776
PA-109422303,984
PA-109248003,1866
PA-108111303,1601
PA-119665003,956
PA-125235103,3304
PA-116495003,1920
PA-116604003,1863
PA-115503004,754
PA-112672203,2251
PA-112676203,2459
PA-116496503,2213
PA-107650703,1750
PA-107651603,1797
PA-107653203,2572
PA-107654403,3383
PA-107655903,1884
PA-107657103,3879
PA-107658903,1796
PA-119351303,1553
PA-119352203,1460
PA-119583003,761
PA-119354603,1377
PA-119355503,1878
PA-119357402,9262
PA-119357003,1549
PA-119358403,2390
PA-115226003,2361
PA-115221402,12479
PA-115229003,1063
PA-115226103,703
PA-127042003,2203
PA-119350303,3474
PA-110148002,6781
PA-121135503,2171
PA-121136503,1651
PA-127044103,2062
PA-127045853,1411
PA-127047404,937
PA-127049303,725
PA-129546803,532
PA-105204703,2548
PA-121394603,1974
PA-121397803,4116
PA-121390302,15988
PA-121395703,3078
PA-104103603,1311
PA-106161703,783
PA-106168003,971
PA-106160303,593
PA-105259703,1256
PA-116191004,621
PA-116191503,1912
PA-116195004,542
PA-106611303,1165
PA-106618603,812
PA-106616203,1835
PA-106612203,1806
PA-129544503,1063
PA-129547603,2099
PA-123460302,8543
PA-123469303,5092
PA-118667503,2119
PA-119582503,1111
PA-128030603,1097
PA-110173504,250
PA-128327303,789
PA-128326303,736
PA-128323303,767
PA-124151902,5400
PA-118401403,2840
PA-118401603,2449
PA-118403003,2104
PA-121136603,1810
PA-127046903,725
PA-106272003,365
PA-109243503,544
PA-124154003,3896
PA-124156703,3250
PA-124157802,6893
PA-124150503,5043
PA-124156503,2075
PA-123467303,7953
PA-124157203,4037
PA-110147003,1352
PA-112013054,960
PA-112018523,1595
PA-112011603,3757
PA-106330803,1364
PA-127041603,2327
PA-104376203,998
PA-104378003,983
PA-112013753,2783
PA-112011103,1756
PA-112015203,1757
PA-108070502,7226
PA-108071504,762
PA-127040503,949
PA-127040703,2254
PA-127041203,1973
PA-110141103,2599
PA-108078003,1759
PA-108079004,464
PA-110141003,1528
PA-110183602,3497
PA-104435003,1063
PA-104435703,1017
PA-105201352,3124
PA-104435303,952
PA-104433303,2031
PA-127045303,211
PA-127045653,1304
PA-127041503,1666
PA-108561003,723
PA-108565203,781
PA-108567204,330
PA-108565503,1001
PA-108567004,244
PA-108566303,634
PA-112671303,5602
PA-112674403,3874
PA-112676503,2855
PA-112679403,3007
PA-114060753,6652
PA-114061103,2521
PA-114067002,17363
PA-114068103,3030
PA-114069103,6389
PA-121395103,9833
PA-121395603,1490
PA-117415103,1709
PA-117597003,1702
PA-117417202,4732
PA-108051003,1706
PA-108051503,1236
PA-108053003,1165
PA-108056004,887
PA-120480803,2776
PA-120484903,5227
PA-112678503,2757
PA-112679002,6072
PA-112676703,3934
PA-112671803,3287
PA-107653102,3469
PA-107654103,913
PA-126515001,118335
PA-107655803,656
PA-107656303,1923
PA-107656502,5044
PA-107654903,1382
PA-105201033,1755
PA-110173003,667
PA-110177003,1618
PA-106172003,3289
PA-103020753,1947
PA-103021003,4537
PA-103021252,3937
PA-103021453,1153
PA-103021603,1249
PA-103022103,526
PA-103022253,1754
PA-103022503,439
PA-103022803,1389
PA-103023912,4160
PA-103024102,3381
PA-114060853,1283
PA-114061503,3062
PA-114065503,4266
PA-114068003,1305
PA-114069353,1849
PA-111312804,708
PA-108058003,946
PA-117576303,616
PA-116498003,1461
PA-105251453,1869
PA-105253303,1876
PA-105254053,1545
PA-105256553,1077
PA-105258503,1212
PA-105259103,971
PA-105253903,2106
PA-103021752,3427
PA-103023153,2330
PA-103025002,1871
PA-103026343,4035
PA-103029603,2366
PA-117083004,671
PA-117086653,1403
PA-125237603,3564
PA-125237702,5519
PA-125238402,4125
PA-125238502,4390
PA-107657503,1840
PA-107652603,3372
PA-107653802,5195
PA-117080503,2069
PA-120483302,7990
PA-121391303,1455
PA-120486003,1959
PA-120485603,1440
PA-120488603,2160
PA-125231232,3100
PA-125231303,3047
PA-125234103,4522
PA-125234502,6634
PA-125236903,3258
PA-108561803,884
PA-108567404,280
PA-108567703,2038
PA-108568404,278
PA-125239452,12495
PA-125239603,3678
PA-123468303,4114
PA-123468503,3369
PA-125235502,3847
PA-125239652,4623
PA-125237903,4143
PA-127042853,1217
PA-117086503,1513
PA-119356503,2874
PA-101301403,1494
PA-101301303,960
PA-101308503,672
PA-101303503,782
PA-101306503,579
PA-120481002,12973
PA-120484803,4852
PA-111291304,931
PA-122091303,1170
PA-122092102,17540
PA-122097502,9468
PA-123465702,12912
PA-122098202,9608
PA-104101252,6058
PA-101638003,3279
PA-101631503,922
PA-101633903,1539
PA-101630903,1051
PA-101631003,987
PA-121394503,1573
PA-121392303,7973
PA-114064003,1355
PA-115674603,3343
PA-129547303,1148
PA-113369003,3755
PA-105252602,10100
PA-105253553,1988
PA-105254353,2074
PA-105257602,6411
PA-105258303,1514
PA-122092002,5317
PA-122097203,832
PA-122098403,4688
PA-122097604,1285
PA-109426303,886
PA-109530304,132
PA-109531304,559
PA-109537504,341
PA-120456003,4531
PA-120455203,4139
PA-108111403,711
PA-111444602,4636
PA-119581003,1007
PA-119584503,1211
PA-111316003,1175
PA-108112203,1732
PA-108116303,807
PA-108116503,1532
PA-108118503,1472
PA-119584603,942
PA-119586503,783
PA-103026852,8461
PA-103026902,4569
PA-103027352,3026
PA-103027753,1810
PA-103028302,3843
PA-103028653,1392
PA-103028753,1785
PA-103028833,1388
PA-103028853,1076
PA-118403903,1573
PA-117596003,1995
PA-113380303,1447
PA-113385303,3531
PA-119648703,2360
PA-103029203,3935
PA-103029553,3304
PA-103029803,535
PA-117081003,850
PA-117598503,1420
PA-123465303,4584
PA-123466303,3011
PA-119648303,2796
PA-101632403,921
PA-105628302,3911
PA-112286003,2263
PA-112281302,9303
PA-112283003,2991
PA-123463803,710
PA-113362303,2791
PA-113364503,5944
PA-104431304,399
PA-104432503,643
PA-104432903,1906
PA-112289003,4303
PA-104433903,847
PA-104435603,1877
PA-104437503,707
PA-115212503,2492
PA-115218303,2178
PA-115216503,4555
PA-108071003,1166
PA-108116003,1531
PA-108073503,3134
PA-116471803,2162
PA-113381303,5012
PA-113385003,2130
PA-115210503,2420
PA-115211003,1203
PA-115218003,3529
PA-103020603,889
PA-103021903,815
PA-108077503,1658
PA-103026873,1051
PA-116557103,2384
PA-116555003,1984
PA-103024603,2645
PA-104432803,1278
PA-116496603,2810
PA-116197503,1235
PA-116493503,1007
PA-102027451,20034
PA-103027503,3582
PA-103028203,949
PA-103028703,3464
PA-103029403,3335
PA-113361703,3973
PA-113362403,3640
PA-113363603,2832
PA-113367003,3106
PA-103021102,4542
PA-103026303,3075
PA-113361503,1249
PA-104372003,1531
PA-104375203,1202
PA-104375302,3003
PA-113362603,3953
PA-113364002,10075
PA-113365303,1360
PA-116605003,1676
RI-01,3405
RI-96,2888
RI-03,2070
RI-04,2596
RI-98,3102
RI-06,4267
RI-07,10225
RI-08,4784
RI-09,2543
RI-10,5272
RI-16,3144
RI-17,3278
RI-19,1971
RI-20,1128
RI-22,131
RI-21,1906
RI-23,3842
RI-24,3516
RI-25,1618
RI-26,8056
RI-27,2183
RI-28,20725
RI-30,1194
RI-31,2415
RI-32,2509
RI-33,1634
RI-35,8005
RI-38,3511
RI-36,2296
RI-39,5690
SC-1804,2027
SC-0160,2864
SC-0201,23181
SC-0301,974
SC-0401,10839
SC-0402,3494
SC-0403,2737
SC-0404,3005
SC-0405,12560
SC-0645,1974
SC-0701,21439
SC-0801,37932
SC-0901,1546
SC-1001,49929
SC-1101,7925
SC-1301,7019
SC-1501,4946
SC-1704,3880
SC-1703,1506
SC-1802,26135
SC-1901,3100
SC-2001,2278
SC-2101,16024
SC-2102,1068
SC-2103,2993
SC-2105,1225
SC-2201,8429
SC-2301,77978
SC-2450,8610
SC-2451,893
SC-2452,1484
SC-2601,47357
SC-2701,2635
SC-2801,11138
SC-2901,15114
SC-3055,5344
SC-3056,2715
SC-3101,1476
SC-3201,28031
SC-3202,8626
SC-3203,1977
SC-3204,3544
SC-3205,17463
SC-3501,3549
SC-3301,582
SC-3601,5806
SC-3701,10217
SC-3901,16310
SC-4001,22037
SC-4002,28510
SC-4101,2480
SC-4201,5458
SC-4202,11740
SC-4203,2784
SC-4204,2901
SC-4205,10386
SC-4206,11687
SC-4207,7371
SC-4401,3788
SC-4501,2946
SC-4601,5038
SC-4602,9087
SC-4603,16493
SC-4604,18191
SC-4301,14800
SC-3410,3875
SC-3809,10979
SC-2503,2399
SC-0648,1194
SC-1406,4329
SC-0503,1773
SC-1601,9042
SC-1201,4767
TN-00320,10289
TN-00051,2211
TN-00010,6317
TN-00792,109797
TN-00795,9259
TN-00798,2602
TN-00796,6026
TN-00793,4803
TN-00794,8946
TN-00020,9047
TN-00030,2163
TN-00040,1654
TN-00050,10234
TN-00060,10269
TN-00821,4029
TN-00070,5294
TN-00080,1865
TN-00110,5833
TN-00120,2811
TN-00130,4070
TN-00140,1097
TN-00061,5768
TN-00150,4339
TN-00160,4395
TN-00170,2004
TN-00180,7216
TN-00200,1524
TN-00210,2938
TN-00220,8129
TN-00230,3645
TN-00231,2613
TN-00240,3238
TN-00521,1185
TN-00250,2270
TN-00260,5004
TN-00274,615
TN-00275,3962
TN-00280,3670
TN-00290,3105
TN-00300,6265
TN-00310,1789
TN-00340,954
TN-00350,3332
TN-00360,3370
TN-00370,6304
TN-00380,2721
TN-00390,4054
TN-00400,3014
TN-00271,1110
TN-00093,1335
TN-00440,1463
TN-00450,6995
TN-00901,8001
TN-00460,4971
TN-00822,7784
TN-00470,60609
TN-00480,749
TN-00490,3413
TN-00500,7032
TN-00531,2568
TN-00510,1698
TN-00520,4002
TN-00530,4979
TN-00560,4231
TN-00570,12463
TN-00580,3960
TN-00590,5406
TN-00052,5671
TN-00600,13152
TN-00094,1288
TN-00540,5225
TN-00550,3831
TN-00610,1751
TN-00620,5023
TN-00630,38773
TN-00640,901
TN-00650,2877
TN-00190,80651
TN-00012,4961
TN-00660,3113
TN-00761,1463
TN-00670,3102
TN-00680,1069
TN-00690,644
TN-00700,2148
TN-00710,12032
TN-00720,4091
TN-00581,182
TN-00730,6344
TN-00740,11504
TN-00750,50707
TN-00760,2524
TN-00770,2031
TN-00780,14455
TN-00800,3061
TN-00810,2002
TN-00820,8380
TN-00830,30732
TN-00840,10249
TN-00273,1354
TN-00850,1407
TN-00162,3641
TN-00860,2220
TN-00661,1540
TN-00870,5939
TN-00880,794
TN-00890,6477
TN-00900,8281
TN-00910,2162
TN-00920,3987
TN-00097,837
TN-00930,3872
TN-00940,42171
TN-00950,20308
TN-00272,1996
TN-00100,4764
TN-00101,2738
TN-00301,2997
TN-00330,45902
TN-00410,3175
TN-00092,658
TN-00095,325
TN-00420,1281
TN-00430,2693
TX-181901,3144
TX-181906,2618
TX-176903,548
TX-176902,968
TX-176901,229
VT-T255,0
VT-T258,0
VT-T259,0
VT-T261,0
VT-T256,0
VT-T257,0
VT-T260,0
VT-T262,0
VT-T263,0
VT-U146,422
VT-U049,212
VT-U053,1243
VT-U052,800
VT-U051,3746
VT-U056,4235
VT-U054,940
VT-U057,2666
VT-U059,859
VT-U055,1770
VT-U060,1818
VT-U068,1061
VT-U069,197
VT-U071,1234
VT-U070,1108
VT-U078,547
VT-U080,4
VT-U065,150
VT-U063,1643
VT-U075,377
VT-U084,226
VT-U064,1736
VT-U083,228
VT-U081,142
VT-U061,1420
VT-U079,628
VT-U077,689
VT-U082,312
VT-U067,201
VT-U096,2373
VT-U089,1842
VT-U066,200
VT-U091,687
VT-U092,1430
VT-U062,1268
VT-U085,834
VT-U086,644
VT-U401,2620
VT-U088,1067
VT-U097,2221
VT-U073,202
VT-U090,1609
VT-U076,1027
VT-T003,203
VT-T005,422
VT-T037,3500
VT-T038,164
VT-T041,169
VT-T050,2430
VT-T054,123
VT-T055,207
VT-T057,350
VT-T071,1048
VT-T077,121
VT-T079,632
VT-T093,1454
VT-T094,311
VT-T101,7
VT-T120,107
VT-T126,1478
VT-T145,351
VT-T151,90
VT-T153,8
VT-T173,1951
VT-T174,399
VT-T181,25
VT-T182,4
VT-T184,244
VT-T191,2711
VT-T192,146
VT-T193,1243
VT-T179,1083
VT-T194,77
VT-T199,169
VT-T200,42
VT-T205,387
VT-U021,411
VT-U033,324
VT-U036,317
VT-T214,204
VT-T227,275
VT-T248,189
VT-T249,803
VT-T250,131
VA-001,4726
VA-002,13937
VA-101,16040
VA-003,2878
VA-004,1663
VA-005,3987
VA-006,2361
VA-007,27562
VA-008,10076
VA-009,504
VA-010,9084
VA-011,796
VA-012,4492
VA-102,2194
VA-013,1405
VA-014,2462
VA-015,1992
VA-103,889
VA-016,7873
VA-017,4337
VA-018,3505
VA-019,562
VA-020,1668
VA-104,4485
VA-136,40769
VA-021,63916
VA-022,1892
VA-202,574
VA-106,2843
VA-023,476
VA-024,8352
VA-025,1283
VA-108,5684
VA-026,1946
VA-027,4256
VA-028,1181
VA-029,179858
VA-109,2496
VA-030,10837
VA-031,1746
VA-032,3438
VA-135,1023
VA-033,6252
VA-034,13960
VA-110,3762
VA-111,1393
VA-035,3457
VA-036,5054
VA-037,2642
VA-038,1561
VA-039,2838
VA-040,2034
VA-041,4620
VA-112,19796
VA-042,17066
VA-113,6682
VA-043,50389
VA-044,7010
VA-045,200
VA-114,3984
VA-046,5627
VA-049,858
VA-048,4521
VA-050,2084
VA-051,1039
VA-052,2949
VA-053,81678
VA-054,5173
VA-055,1575
VA-115,7856
VA-143,7413
VA-056,1680
VA-144,3434
VA-116,1810
VA-057,911
VA-058,3972
VA-059,1244
VA-060,9693
VA-062,1480
VA-063,3435
VA-117,26531
VA-118,27306
VA-065,1359
VA-066,1200
VA-119,813
VA-067,1810
VA-068,5035
VA-069,3030
VA-070,2481
VA-120,4272
VA-071,7918
VA-142,2055
VA-121,13371
VA-072,4241
VA-073,1887
VA-074,6106
VA-075,91101
VA-077,3988
VA-122,3690
VA-078,735
VA-123,21130
VA-079,1346
